0004000000030500	ASSJ	スーパーストリートファイターIV 3D EDITION
0004000000111500	BMGP	Mein Gestüt 3D - Ein Leben für die Pferde
0004000E00056C00	JKZJ	更新データ Ver. 1.3.1 うごくメモ帳 3D
00040000000AA700	AHRJ	カセキホリダー ムゲンギア
000400000011BE00	JBNZ	BRUNCH PANIC
0004000000120000	JNHJ	ナナミと一緒に学ぼ!English日常会話
0004000000100100	TDZJ	影の伝説
000400000011B400	JXWJ	大人 VS グレコ 漢字の塔とオバケたち ちょいムズ編
000400000011B300	JXVJ	大人 VS グレコ 漢字の塔とオバケたち 激ムズ編
000400000011B200	JXUJ	大人 VS グレコ 漢字の塔とオバケたち 完全フルセット
000400000010FD00	QA6J	ゲームボーイギャラリー3
0004000000115E00	APRK	LEGO Legends of Chima: 라발의 여행
00040000000BDB00	TCBE	Castlevania II: Simon's Quest
0004000E000ECD00	AY9E	Adventure Time™: ETDBIDK Update 1
0004000000120E00	NDCJ	頭文字D パーフェクトシフトONLINE クローズドβテスト
0004000000102E00	BATJ	ハマトラ Look at Smoking World
000400000010F200	JGRJ	難攻不落三国伝～呉と大河の衛者～
000400000011F500	JPWJ	どこぽんちょいす DRAGON BALL カラー版 ピッコロ大魔王編 1～7巻+おまけパック
000400000011F400	JH2J	どこぽんちょいす ひよ恋 Vol.1 1～10巻パック
000400000011F600	JYVJ	どこぽんちょいす 名探偵コナン Vol.3 21～30巻パック
000400000011F700	JYWJ	どこぽんちょいす 地獄少女 1～9巻+おまけパック
000400000011F800	JYXJ	どこぽんちょいす DRAGON BALL カラー版 サイヤ人編 1～4巻+おまけパック
000400000005E600	AALJ	A列車で行こう3D
0004000000120300	JNZJ	といてすすんで!なぞときキャッスル
000400000011FA00	JYZJ	どこぽんちょいす 地獄少女R 1～11巻+おまけパック
00040000000FC700	AYTZ	Donkey Kong Country Returns 3D (英文版)
00040000000F8500	TDMJ	マイティファイナルファイト
000400000011AC00	TD4J	シャドウゲイト
00040000000F8E00	TDQJ	ファイナルファンタジーII
00040000000FB000	JKDJ	文字パズル ことだまーる★
0004000E000F4200	BAKJ	更新データ Ver. 1.2 アイカツ! 2人のmy princess
000400000010F100	JGSJ	難攻不落三国伝～魏と大いなる戦線～
00040000000CB000	JK3K	Family Tennis
000400000011F000	JPNJ	プチノベル「境域の一月」
00040000000BEF00	AHMP	Brilliant Hamsters!
00040000000FF800	ADME	Moshi Monsters Katsuma Unleashed
00040000000B5A00	TBZE	Life Force
0004000E0010BB00	BGSJ	更新データ Ver. 1.1 イナズマ イレブンGO ギャラクシー スーパーノヴァ
0004000E0010BA00	BGVJ	更新データ Ver. 1.1 イナズマ イレブンGO ギャラクシー ビッグバン
000400000011E200	JZWJ	どこぽんちょいす となりの怪物くん 1～13巻パック
0004000000105200	BGBJ	クレヨンしんちゃん 嵐を呼ぶ カスカベ映画スターズ!
000400000011EE00	JRSJ	ジェットロケット プラネットアドベンチャー
000400000011F900	JYYJ	どこぽんちょいす 名探偵コナン Vol.4 31～40巻パック
000400000011A500	QBCJ	ドンキーコングGB ディンキーコング&ディクシーコング
000400000011A200	RCJJ	ドンキーコングランド
0004000000112B00	JEUE	INAZUMA ELEVEN™ 
000400000010F900	TD3J	アドベンチャーズ オブ ロロ
0004000000083B00	ATAJ	ヨッシー New アイランド
00040000000AE900	JKME	ARC STYLE: Solitaire
0004000000097300	JCUE	Castle Clout 3D
00040000000FD600	JT2E	Touch Battle Tank 3D 2
00040000000FF200	TDWJ	2010 ストリートファイター
0004000000101300	BHBJ	ヒーローバンク
00040000000FFE00	TDYJ	キングスナイト
00040000000F4500	AVHP	SENRAN KAGURA Burst
0004000000108800	BHDJ	逆転裁判123 成歩堂セレクション
00040000000F4E00	BLPJ	NEWラブプラス+
000400000011FF00	AG2J	上海3D
000400000011FB00	JY2J	どこぽんちょいす DRAGON BALL カラー版 フリーザ編 1～7巻+おまけパック
000400000011FC00	JY3J	どこぽんちょいす スターダスト★ウインク 1～11巻パック
000400000011FD00	JY4J	どこぽんちょいす DRAGON BALL カラー版 人造人間･セル編 1～8巻+おまけパック
0004000000120200	JZLJ	ラジルギでごじゃる!
00040000000F9000	TDSJ	ELEVATOR ACTION
00040000000E9F00	TDHJ	SDガンダムワールド ガチャポン戦士 スクランブルウォーズ
00040000000FFB00	QA5P	Super Mario Bros.™ Deluxe
0004000000112900	BNMJ	ドラえもん 新･のび太の大魔境 ～ペコと5人の探検隊～
00040000000CAF00	TCLP	Renegade
0004000000109400	BDFP	Spot the Differences!
00040000000F2F00	AL6E	Professor Layton and the Azran Legacy™
0004000000119F00	QBBJ	ポケモンカードGB
0004000E000EB800	AHXJ	更新データ Ver. 1.2 ホームタウンストーリー
0004000000105A00	AFJE	The LEGO® Movie Videogame
000400000010D200	JRXE	Retro City Rampage™: DX
0004000000050000	RA3J	スーパードンキーコングGB
0004000E00104800	BBBJ	更新データ Ver. 1.1 メタルファイト ベイブレード 4DxZEROG アルティメットトーナメント
0004000000120D00	JTGJ	NEWラブプラス+ セーブデータ引継ぎツール
00040000000E0200	PNDJ	エイリアンクラッシュ
000400000011C900	PPAJ	R-TYPE
0004000000102000	AFJP	The LEGO Movie Videogame
00040000000F8800	TDNJ	レッドアリーマーⅡ
0004000000102100	AFJF	LEGO La Grande LEGO Aventure Le Jeu Video
00040000000D7E00	JNUP	Steel Diver™: Sub Wars
0004000000111B00	ATAE	Yoshi's New Island™
000400000011C600	JR8A	Pokémon™ Battle Trozei
0004000E000DB600	BTRJ	更新データ Ver. 1.1 BRAVELY DEFAULT -For the Sequel-
0004000000112400	AD4P	Adventure Time: Hey Ice King why'd you steal our garbage?!!
0004000000114C00	JKWJ	マル合格! 地方公務員上級 教養試験 2015年度版
0004000000114E00	JXTJ	マル合格! 地方公務員上級 専門試験 2015年度版
000400000010BC00	BTSJ	牧場物語 つながる新天地
0004000E00104900	BVZJ	更新データ Ver. 1.2 VitaminZ Revolution
0004000000086800	JCAW	推拉方塊(繁體中文版)
0004000E00104C00	BK2J	更新データ Ver. 1.1 こびとづかん　 こびとの不思議 実験セット
0004000000114500	JEHJ	@SIMPLE DLシリーズ Vol.24 THE 密室からの脱出 ～癒されない温泉編～
0004000000127800	JZFJ	プチノベル「贈与の二月」
00040000000FA800	BKMJ	くまモン★ボンバー パズル de くまモン体操
0004000E000FB300	BTCJ	更新データ Ver. 1.1 トリコ アルティメットサバイバル
0004000E000F9700	JKUJ	更新データ Ver. 1.1 王だぁランド!
0004000000110B00	BCXJ	ゲームセンターCX3丁目の有野
0004000E000FB000	JKDJ	更新データ Ver. 1.1 文字パズル ことだまーる★
00040000000D7D00	JNUE	Steel Diver™: Sub Wars
0004000000115100	JBKE	WEAPON SHOP de OMASSE™ 
0004000000115000	JBKP	WEAPON SHOP de OMASSE™
000400000010AB00	BDFE	Spot The Differences!
0004000000100500	AVSP	Professor Layton™ vs. Phoenix Wright™: Ace Attorney™
0004000E00102100	AFJF	Mise à jour du jeu vidéo LEGO La Grande Aventure
0004000E00102200	AFJS	La LEGO Película: El Videojuego Actualización Software 3DS
0004000E00102000	AFJP	The LEGO Movie Videogame  Software Update
0004000000100600	AVSZ	El profesor Layton™ vs. Phoenix Wright™: Ace Attorney™
0004000000109800	NAEJ	ニコニコ
0004000000126000	JR8P	Pokémon™ Link: Battle!
000400000010ED00	BCHJ	チョコ犬のちょこっと不思議な物語 ショコラ姫と魔法のレシピ
0004000000111C00	ATAP	Yoshi's New Island™
0004000000111A00	JKVP	Kung Fu Rabbit
0004000000108D00	JRXP	Retro City Rampage: DX
00040000000CAC00	TCPE	Sky Kid
0004000000119700	JRYE	Quell Reflect
0004000000109F00	JCQZ	Shikaku by Nikoli
0004000000115D00	BSKK	신 세계수의 미궁 밀레니엄의 소녀
00040000000C8F00	AEWJ	アンパンマンとあそぼ NEWあいうえお教室
0004000000103A00	JDYJ	@SIMPLE DLシリーズ Vol.25 THE ソリティア ～クロンダイク･スパイダー～
00040000000C3700	AN7J	おさわり探偵小沢里奈 ライジング3 なめこはバナナの夢を見るか?
0004000000124900	BUBJ	超人ウルトラベースボール アクションカードバトル
000400000006CD00	AJQP	Jewel Quest Mysteries 3 - The Seventh Gate
000400000010F700	JKVE	Kung Fu Rabbit
0004000000117500	JPRP	Vacation Adventures: Park Ranger
000400000010A700	JC5P	The Mysterious Cities of Gold: Secret Paths
0004000000116000	BBTD	Bibi & Tina - Das Spiel zum Kinofilm
0004000000119800	JTPE	Tappingo
0004000E00120000	JNHJ	更新データ Ver. 1.1  ナナミと一緒に学ぼ!English日常会話
0004000E000F7200	AYVJ	更新データ Ver. 1.1  ナナミと一緒に学ぼ!English上達のコツ
0004000E0011B400	JXWJ	更新データ Ver. 1.1 大人 VS グレコ 漢字の塔とオバケたち ちょいムズ編
0004000E0011B200	JXUJ	更新データ Ver. 1.2 大人 VS グレコ 漢字の塔とオバケたち 完全フルセット
0004000000117600	JTPP	Tappingo
000400000011F100	JXSJ	バードマニア ウィンター 3D
0004000E00105100	BVXJ	更新データ Ver. 1.1 VitaminX Evolution Plus
0004000000102C00	JC4P	Cube Tactics
0004000E00114700	JWMJ	更新データ Ver. 1.2 コミック工房
00040000000F9C00	AYSJ	ペンギンの問題+ 爆勝!ルーレットバトル!!
0004000000128D00	JZHJ	どこぽんちょいす テルマエ･ロマエ 1～6巻パック
0004000000115300	AJXJ	熟語 速引辞典
0004000000120100	JF8J	3D ファンタジーゾーン オパオパブラザーズ
0004000000114A00	JFGJ	おきらくフィッシング3D
0004000000128B00	JLAJ	LolaのABCパーティー
0004000000118100	BKRJ	名探偵コナン ファントム狂詩曲
00040000000CA900	TCLE	Renegade™
00040000000FEC00	TDVJ	ファイナルファンタジーIII
0004000000124300	JQ7P	Cubit The Hardcore Platformer Robot
0004000000102300	AFJD	The LEGO Movie Videogame
0004000000109300	BSMP	Shanghai Mahjong
0004000000118700	AFXP	Hollywood Fame: Hidden Object Adventure 
00040000000FCB00	JT2P	Touch Battle Tank 3D 2
0004000000118800	BCSP	Best of Casual Games
000400000011C300	BSCD	Sternenschweif 3D - Das Geheimnis im Zauberwald
00040000000FEA00	JCFP	Best of Board Games - Chess
00040000000FED00	JPEP	Best of Board Games - Mahjong
00040000000FEE00	JSEP	Best of Board Games - Solitaire
000400000006CF00	AJ6P	Jewel Quest The Sapphire Dragon
00040000000ECB00	JMYP	Skater Cat
00040000000CA700	TCKE	Adventure Island II
0004000000119900	JPRE	Vacation Adventures: Park Ranger
0004000000112200	JLAE	Lola's ABC Party
000400000010D100	JC5E	The Mysterious Cities of Gold: Secret Paths
0004000000110A00	JUNJ	黒子スタイル
00040000000CFA00	TCKP	Adventure Island II
0004000000122600	JV9J	マル合格! 応用情報技術者試験 平成26年度版
0004000000128C00	JL3J	プチノベル「恋々の三月」
000400000011EB00	BLHX	LEGO® El Hobbit
000400000011EA00	BLHY	LEGO® Der Hobbit
000400000011E900	BLHZ	LEGO® Le Hobbit
000400000011B700	BLHP	LEGO® The Hobbit
00040000000A5300	AJ3J	マリオゴルフ ワールドツアー
000400000008C300	EC6E	Tomodachi Life™
00040000000DCE00	AJ3P	Mario Golf™ World Tour
0004000000101C00	JC4E	Cube Tactics
00040000000BF200	JB8E	Bubble Pop World
00040000000C3600	AQQJ	ペルソナQ シャドウ オブ ザ ラビリンス
000400000011FE00	JMBJ	クレイジーチキン ディレクターズカット3D
000400000012A500	JPUJ	鋼鉄帝国 STEEL EMPIRE
000400000010E600	JYGJ	遊戯王ARC-Vオフィシャルカードゲーム かんたんマスター!ペンデュラム召喚!
0004000000114B00	ACUJ	タイムアベンジャー
0004000000123300	JAQJ	9-in-1 アーケードコレクション
0004000000103E00	JD6J	@SIMPLE DLシリーズ Vol.27 THE イラストパズル
0004000000121C00	JZJJ	マル合格! 基本情報技術者試験 平成26年度版
00040000000F2300	AGCE	Madagascar 3 & The Croods: Prehistoric Party! Combo Pack
0004000E000B6D00	JRZJ	更新データ Ver. 1.1 燐光のランツェ
0004000000119B00	ATSK	마리오 파티 아일랜드 투어
0004000E000D7C00	JNUJ	更新データ Ver. 4.1 STEELDIVER SUBWARS
0004000000126400	BGGJ	ぐるぐるたまごっち!
00040000000D0B00	JLTJ	戦車3D
0004000000108100	JRNJ	アロー･オブ･ラピュタ 影なし先生とキロンの封鍵
00040000000FA200	JYDJ	頭文字D パーフェクトシフトONLINE
00040000000D8A00	JMHJ	もののけ探偵 信太のあやかし事件帳
00040000000EA900	AMQE	Disney Magical World
00040000000EDA00	JPAP	Pure Chess® 
00040000000FF600	JGUP	Best of Arcade Games - Brick Breaker
00040000000FF700	JGTP	Best of Arcade Games - Air Hockey
00040000000FBD00	AYHP	Best of Arcade Games
00040000000CE000	TCUE	Galaga™
00040000000CA400	TCHP	Devil World
00040000000F0F00	JGPP	Governor of Poker
000400000010C000	BALP	Kirby™: Triple Deluxe
0004000E000D7D00	JNUE	Steel Diver™: Sub Wars Update Ver. 4.1
0004000E000D7E00	JNUP	Steel Diver™: Sub Wars: Update
0004000000106400	JBCE	Rusty's Real Deal Baseball™
0004000000112D00	AUFE	Yumi's Odd Odyssey™
00040000000F1700	JPAE	Pure Chess® 
0004000000122200	BTRZ	BRAVELY DEFAULT
0004000000106200	AHBP	Nintendo Pocket Football Club™
000400000012AC00	JUFF	Inazuma Eleven manga Vol. 1
000400000011BF00	JWKZ	WAKEDAS
000400000011BD00	JWHZ	Witch&Hero
0004000000121000	AHXP	Hometown Story
0004000000112C00	BCCE	Conception II: Children of the Seven Stars
0004000E00111E00	JGYJ	更新データ Ver. 1.2 チャリ走 DX2 ギャラクシー
0004000E000CF500	BDMJ	更新データ Ver. 1.1 DQM2 イルとルカの不思議なふしぎな鍵
000400000011C000	AXYP	The Amazing Spider-Man 2™ 
0004000000130500	NACE	Photos with Mario™
0004000E000EA900	AMQE	Disney Magical World Update Ver. 1.1
0004000000121B00	JPYJ	マル合格! ITパスポート試験 平成26年度版
000400000010A500	JB8P	Bubble Pop World
00040000000E6700	JMYE	Skater Cat
00040000000FC100	AHWE	I am an Air Traffic Controller Airport Hero Hawaii
0004000000112600	BR3E	Cut the Rope®: Triple Treat
00040000000CDB00	TCRE	Clu Clu Land™
0004000000124100	BJSJ	JSガール ドキドキ モデルチャレンジ
000400000011ED00	JYJJ	スノーモーターレーシング3D
000400000011E000	JZUJ	どこぽんちょいす ロウきゅーぶ! Vol.1 1～5巻+おまけパック
0004000000111600	BMPJ	Maple Story 運命の少女
0004000000129A00	JKJJ	SKYPEACE
0004000E00101200	BPTJ	更新データ Ver. 1.1 ぷよぷよテトリス
0004000000130E00	JYEJ	どこぽんちょいす モンスターハンターEPIC 1～3巻&EPISODE～全3巻 6巻パック
0004000000125000	BMTP	Meine tierischen Patienten & Ich 3D
00040000000DDF00	AAQE	Mystery Case Files®  Ravenhearst
00040000000DDE00	ADHE	Mystery Case Files Dire Grove
0004000000129C00	JTUJ	ARC STYLE: さっかー!!2014
0004000000114300	AM8J	タイタニック殺人事件
0004000000130F00	JWFJ	どこぽんちょいす ロッテのおもちゃ! Vol.1 1～5巻パック
000400000010BF00	BALE	Kirby™: Triple Deluxe
0004000000126600	AYEP	TRANSFORMERS: Rise of the Dark Spark
00040000000F6700	AYZP	Putty Squad
0004000000103F00	JS5J	@SIMPLE DLシリーズ Vol.26 THE テニス
000400000012A300	JDPJ	スター★シリーズ:キュートウィッチ
000400000008C400	EC6P	Tomodachi Life™
000400000011B800	BLHE	LEGO® The Hobbit™
00040000000DEC00	TC8E	Mach Rider™
00040000000DCD00	AJ3E	Mario Golf™: World Tour
0004000000114400	JVSJ	脱出アドベンチャー シアワセの赤い石
0004000000129B00	JYNJ	プチノベル「青嵐の四月」
00040000000FE400	JQ9E	Boxzle
0004000000114000	BAQE	Atlantic Quest
00040000000ED500	JGPE	Governor of Poker
0004000000123200	BALZ	Kirby: Triple Deluxe (英文版)
0004000000124C00	JK9P	Tiny Games - Ritter & Drachen
0004000000120F00	BALK	별의 커비 트리플 디럭스
0004000E0011B300	JXVJ	更新データ Ver. 1.1 大人 VS グレコ 漢字の塔とオバケたち 激ムズ編
0004000E000E9A00	BTHJ	更新データ Ver. 1.2 TFF CURTAIN CALL
000400000011C800	JDRP	THE "DENPA" MEN 3 The Rise of Digitoll
00040000000B2B00	TBSP	Castlevania III: Dracula's Curse
000400000012D000	JBBP	Bit Boy!! ARCADE
000400000008D100	JBBE	Bit Boy!! ARCADE
0004000000128500	JN2E	Smash Cat Heroes
0004000000130D00	JNDJ	どこぽんちょいす 狼と香辛料 Vol.1 1～5巻パック
000400000012B400	JVJJ	がっき で あそぼ♪ たのしい どうよう①
0004000000128900	JYRJ	3D アウトラン
000400000010E400	JJAJ	脱出星人!? デルデルデルデ
0004000000127700	JP8J	ペンギンペット3D
000400000012A600	JL2J	SLICE IT!
000400000011E500	JVDJ	@SIMPLE DLシリーズ Vol.28 THE 連撃英雄
0004000000136A00	ARJW	鐵道日本！長良川鐵道 出發篇 (繁體中文版)
0004000E00108100	JRNJ	更新データ Ver. 1.1 アロー･オブ･ラピュタ
0004000000116900	AUFP	Sayonara UmiharaKawase
00040000000DE000	AR2E	Mystery Case Files® Return to Ravenhearst
000400000012D700	BGME	Gardening Mama 2: Forest Friends
0004000000120700	BVGJ	カードファイト!! ヴァンガード ロック オン ビクトリー!!
0004000000116F00	JGPJ	ガバナー オブ ポーカー
0004000E00101300	BHBJ	更新データ Ver. 1.1 ヒーローバンク
000400000012B800	JA8J	スター★シリーズ:マジックバブル
0004000000115800	BZLK	젤다의 전설 신들의 트라이포스 2
0004000E000AFB00	JCXJ	更新データ Ver. 1.1 チャリ走DX
0004000E000FA200	JYDJ	更新データ Ver. 1.05 頭文字D パーフェクトシフト ONLINE
00040000000CDC00	TCRP	Clu Clu Land
0004000000126500	JFUE	Me & My furry patients 3D
000400000012B600	JN4J	熱血魔法物語
0004000000127C00	BSBJ	ワールドサッカーウイニングイレブン 2014 蒼き侍の挑戦
0004000000106300	AJ3K	마리오 골프 월드 투어
000400000012C700	AMQZ	DISNEY MAGICAL WORLD
0004000000125100	BDTE	Legends of Oz Dorothy's Return
0004000000138400	KUCJ	どこぽんちょいす 神のみぞ知るセカイ Vol.1 1～10巻パック
00040000000CE100	TCUP	Galaga™
00040000000D3700	TC3P	Double Dragon II: The Revenge
0004000000113000	AEDP	Inazuma Eleven® GO: Schatten
00040000000D7200	AASP	Hidden Expedition® Titanic
00040000000DED00	TC8P	Mach Rider
00040000000D3300	TCZP	The Mysterious Murasame Castle
0004000000123C00	BCCP	Conception II: Children of the Seven Stars
0004000000127100	BDTP	Legends of Oz: Dorothy's Return
0004000000128400	JEPP	PICROSS e4
0004000000112F00	AE4P	Inazuma Eleven® GO: Licht
0004000000138300	KUBJ	どこぽんちょいす モンスターハンター オラージュ 1～4巻パック
0004000000138500	KUDJ	どこぽんちょいす 1年5組いきものがかり 1～6巻パック
0004000000138700	KUFJ	どこぽんちょいす オレ様キングダム Vol.1 1～10巻パック
00040000000EF200	RCDE	Mega Man II™
00040000000EF500	RCEE	Mega Man III™
00040000000EF800	RCFE	Mega Man™ IV
00040000000EFB00	RCGE	Mega Man™ V
00040000000EFE00	QAZE	Mega Man™ Xtreme
